gps_received,location.lon,location.lat
2021-01-04 22:27:47,121.1191516,14.6635816
2021-01-04 22:25:48,121.1191516,14.6635816
2021-01-04 20:17:47,121.1191516,14.6635816
2021-01-04 20:19:48,121.1191516,14.6635816
2021-01-04 20:30:47,121.1191516,14.6635816
2021-01-04 20:35:49,121.1191516,14.6635816
2021-01-04 20:26:47,121.1191516,14.6635816
2021-01-04 20:03:49,121.1191516,14.6635816
2021-01-04 20:13:49,121.1191516,14.6635816
2021-01-04 20:12:48,121.1191516,14.6635816
2021-01-04 20:01:47,121.1191516,14.6635816
2021-01-04 19:22:48,121.1191516,14.6635816
2021-01-04 20:39:48,121.1191516,14.6635816
2021-01-04 20:46:49,121.1191516,14.6635816
2021-01-04 21:03:47,121.1191516,14.6635816
2021-01-04 20:58:48,121.1191516,14.6635816
2021-01-04 20:53:48,121.1191516,14.6635816
2021-01-04 20:56:49,121.1191516,14.6635816
2021-01-04 21:02:49,121.1191516,14.6635816
2021-01-04 22:21:48,121.1191516,14.6635816
2021-01-04 21:56:49,121.1191516,14.6635816
2021-01-04 19:50:47,121.1191516,14.6635816
2021-01-04 19:56:47,121.1191516,14.6635816
2021-01-04 19:45:48,121.1191516,14.6635816
2021-01-04 19:44:48,121.1191516,14.6635816
2021-01-04 19:54:48,121.1191516,14.6635816
2021-01-04 19:51:48,121.1191516,14.6635816
2021-01-04 19:53:47,121.1191516,14.6635816
2021-01-04 21:05:49,121.1191516,14.6635816
2021-01-04 21:09:50,121.1191516,14.6635816
2021-01-04 19:57:48,121.1191516,14.6635816
2021-01-04 19:59:47,121.1191516,14.6635816
2021-01-04 23:16:48,121.1191516,14.6635816
2021-01-04 23:23:47,121.1191516,14.6635816
2021-01-04 23:14:49,121.1191516,14.6635816
2021-01-04 23:13:48,121.1191516,14.6635816
2021-01-04 23:20:48,121.1191516,14.6635816
2021-01-04 23:19:49,121.1191516,14.6635816
2021-01-04 21:47:49,121.1191516,14.6635816
2021-01-04 21:52:48,121.1191516,14.6635816
2021-01-04 22:01:48,121.1191516,14.6635816
2021-01-04 23:30:49,121.1191516,14.6635816
2021-01-04 23:31:48,121.1191516,14.6635816
2021-01-05 00:31:49,121.1191516,14.6635816
2021-01-05 00:35:48,121.1191516,14.6635816
2021-01-05 00:16:48,121.1191516,14.6635816
2021-01-05 00:34:48,121.1191516,14.6635816
2021-01-05 00:30:48,121.1191516,14.6635816
2021-01-05 00:24:49,121.1191516,14.6635816
2021-01-05 00:32:49,121.1191516,14.6635816
2021-01-05 00:15:49,121.1191516,14.6635816
2021-01-05 00:26:49,121.1191516,14.6635816
2021-01-05 00:01:48,121.1191516,14.6635816
2021-01-05 00:38:48,121.1191516,14.6635816
2021-01-04 21:51:47,121.1191516,14.6635816
2021-01-04 21:49:48,121.1191516,14.6635816
2021-01-04 22:13:47,121.1191516,14.6635816
2021-01-04 21:54:48,121.1191516,14.6635816
2021-01-04 22:46:49,121.1191516,14.6635816
2021-01-04 22:31:48,121.1191516,14.6635816
2021-01-04 22:33:48,121.1191516,14.6635816
2021-01-04 22:34:48,121.1191516,14.6635816
2021-01-04 22:35:49,121.1191516,14.6635816
2021-01-04 22:49:49,121.1191516,14.6635816
2021-01-04 22:50:48,121.1191516,14.6635816
2021-01-04 23:07:48,121.1191516,14.6635816
2021-01-04 22:59:49,121.1191516,14.6635816
2021-01-04 21:42:49,121.1191516,14.6635816
2021-01-04 21:30:47,121.1191516,14.6635816
2021-01-04 21:37:48,121.1191516,14.6635816
2021-01-04 21:41:48,121.1191516,14.6635816
2021-01-04 21:27:48,121.1191516,14.6635816
2021-01-04 21:34:47,121.1191516,14.6635816
2021-01-05 00:09:49,121.1191516,14.6635816
2021-01-04 23:36:49,121.1191516,14.6635816
2021-01-04 23:37:48,121.1191516,14.6635816
2021-01-04 23:35:48,121.1191516,14.6635816
2021-01-05 00:08:48,121.1191516,14.6635816
2021-01-04 23:49:48,121.1191516,14.6635816
2021-01-04 23:52:50,121.1191516,14.6635816
2021-01-05 01:00:48,121.1191516,14.6635816
2021-01-05 00:57:50,121.1191516,14.6635816
2021-01-05 00:59:49,121.1191516,14.6635816
2021-01-04 18:18:48,121.1191516,14.6635816
2021-01-04 18:20:47,121.1191516,14.6635816
2021-01-04 18:15:48,121.1191516,14.6635816
2021-01-04 18:17:47,121.1191516,14.6635816
2021-01-04 18:22:48,121.1191516,14.6635816
2021-01-04 18:23:48,121.1191516,14.6635816
2021-01-04 18:14:47,121.1191516,14.6635816
2021-01-04 18:21:47,121.1191516,14.6635816
2021-01-04 16:49:48,121.1191516,14.6635816
2021-01-04 17:04:47,121.1191516,14.6635816
2021-01-04 16:02:47,121.1191516,14.6635816
2021-01-04 16:01:47,121.1191516,14.6635816
2021-01-04 16:09:46,121.1191516,14.6635816
2021-01-04 16:23:47,121.1191516,14.6635816
2021-01-04 16:21:48,121.1191516,14.6635816
2021-01-04 16:22:46,121.1191516,14.6635816
2021-01-04 16:16:46,121.1191516,14.6635816
2021-01-04 16:07:47,121.1191516,14.6635816
2021-01-04 16:05:47,121.1191516,14.6635816
2021-01-04 16:33:47,121.1191516,14.6635816
2021-01-04 17:14:48,121.1191516,14.6635816
2021-01-04 17:26:48,121.1191516,14.6635816
2021-01-04 17:29:48,121.1191516,14.6635816
2021-01-04 17:27:48,121.1191516,14.6635816
2021-01-04 17:39:47,121.1191516,14.6635816
2021-01-04 17:32:48,121.1191516,14.6635816
2021-01-04 17:23:48,121.1191516,14.6635816
2021-01-04 17:19:48,121.1191516,14.6635816
2021-01-04 17:38:48,121.1191516,14.6635816
2021-01-04 17:49:48,121.1191516,14.6635816
2021-01-04 17:50:47,121.1191516,14.6635816
2021-01-04 17:51:48,121.1191516,14.6635816
2021-01-04 17:58:49,121.1191516,14.6635816
2021-01-04 16:40:47,121.1191516,14.6635816
2021-01-04 16:43:47,121.1191516,14.6635816
2021-01-04 18:05:48,121.1191516,14.6635816
2021-01-04 18:00:47,121.1191516,14.6635816
2021-01-04 18:32:47,121.1191516,14.6635816
2021-01-04 18:27:47,121.1191516,14.6635816
2021-01-04 18:33:48,121.1191516,14.6635816
2021-01-04 18:39:47,121.1191516,14.6635816
2021-01-04 18:41:48,121.1191516,14.6635816
2021-01-04 18:44:49,121.1191516,14.6635816
2021-01-04 18:50:48,121.1191516,14.6635816
2021-01-04 18:51:49,121.1191516,14.6635816
2021-01-04 18:43:48,121.1191516,14.6635816
2021-01-04 18:54:48,121.1191516,14.6635816
2021-01-04 18:47:48,121.1191516,14.6635816
2021-01-04 19:06:49,121.1191516,14.6635816
2021-01-04 19:05:48,121.1191516,14.6635816
2021-01-04 19:20:49,121.1191516,14.6635816
2021-01-04 19:27:48,121.1191516,14.6635816
2021-01-04 19:30:48,121.1191516,14.6635816
2021-01-04 19:24:47,121.1191516,14.6635816
2021-01-04 19:31:48,121.1191516,14.6635816
2021-01-04 19:10:47,121.1191516,14.6635816
2021-01-04 19:01:48,121.1191516,14.6635816
2021-01-04 19:02:47,121.1191516,14.6635816
2021-01-05 01:16:49,121.1191516,14.6635816
2021-01-05 01:11:50,121.1191516,14.6635816
2021-01-05 01:24:48,121.1191516,14.6635816
2021-01-05 01:17:49,121.1191516,14.6635816
2021-01-05 01:23:48,121.1191516,14.6635816
2021-01-05 01:35:48,121.1191516,14.6635816
2021-01-05 01:37:50,121.1191516,14.6635816
2021-01-05 01:36:49,121.1191516,14.6635816
2021-01-05 01:48:49,121.1191516,14.6635816
2021-01-05 02:00:49,121.1191516,14.6635816
2021-01-05 02:05:50,121.1191516,14.6635816
2021-01-05 01:46:48,121.1191516,14.6635816
2021-01-05 01:09:48,121.1191516,14.6635816
2021-01-05 01:02:49,121.1191516,14.6635816
2021-01-05 01:53:48,121.1191516,14.6635816
2021-01-05 01:55:49,121.1191516,14.6635816
2021-01-07 08:59:42,121.0855866,14.6061316
2021-01-07 08:57:43,121.0855866,14.6061316
2021-01-07 08:58:41,121.0855866,14.6061316
2021-01-07 09:08:44,121.0855866,14.6061316
2021-01-07 09:22:42,121.0855866,14.6061316
2021-01-07 09:24:41,121.0855866,14.6061316
2021-01-07 09:18:43,121.0855866,14.6061316
2021-01-07 09:22:42,121.0855866,14.6061316
2021-01-07 08:01:42,121.0855866,14.6061316
2021-01-07 07:56:43,121.0855866,14.6061316
2021-01-07 07:59:42,121.0855866,14.6061316
2021-01-07 08:28:42,121.0855866,14.6061316
2021-01-07 08:07:42,121.0855866,14.6061316
2021-01-07 08:10:42,121.0855866,14.6061316
2021-01-07 08:15:43,121.0855866,14.6061316
2021-01-07 08:11:43,121.0855866,14.6061316
2021-01-07 08:15:43,121.0855866,14.6061316
2021-01-07 08:18:42,121.0855866,14.6061316
2021-01-07 08:17:42,121.0855866,14.6061316
2021-01-07 08:16:43,121.0855866,14.6061316
2021-01-07 07:21:41,121.0855866,14.6061316
2021-01-07 06:50:22,121.091945,14.6048916
2021-01-07 06:48:02,121.09198,14.6090866
2021-01-07 06:40:47,121.0958666,14.6243783
2021-01-07 06:43:42,121.0910766,14.6185383
