trip_number,location,next_location,dropoff_series,dropoff_status,vehicle_plate_no,month,day
7300115896,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - VALENZUELA,1,Completed,NAA 7473,11,14
7300115901,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - STA. MESA,1,Completed,UVX429,11,16
7300115912,8174 BCFG DC Pinagbuhatan,8030 BCFG Bagong Ilog,1,Completed,ABK8200,11,12
7300115914,8330 BCFG GMA MEGA DC,8174 BCFG DC Pinagbuhatan,1,Scheduled,NCK6349,11,13
7300116383,8174 BCFG DC Pinagbuhatan,"EVER PLUS SUPERSTORE, INC - POLO",1,Scheduled,NAP 8010,11,24
7300116437,8174 BCFG DC Pinagbuhatan,"EVER PLUS SUPERSTORE, INC.-10TH AVE",1,Scheduled,NCK 5294,11,26
7300116456,8174 BCFG DC Pinagbuhatan,"EVER PLUS SUPERSTORE, INC.-GEN T DE",1,Scheduled,ABJ 9335,11,15
7300116591,8174 BCFG DC Pinagbuhatan,"EVER PLUS SUPERSTORE, INC.-PANDACAN",1,Scheduled,RLD 738,11,15
7300116740,8174 BCFG DC Pinagbuhatan,"EVER PLUS SUPERSTORE, INC.-MASANGKA",1,Scheduled,CXV 995,11,24
7300116963,8420 South Mega DC,8110 BCFG Cavite,1,Scheduled,RHW185,11,14
7300116976,8020 BCFG MCD,SALESFORCE ONE MKTG INC. -SAN JOSE2,1,Scheduled,WKQ858,10,28
7300116982,8420 South Mega DC,8050 BCFG Pampanga,1,Completed,ABK6653,11,14
7300116983,8420 South Mega DC,8060 BCFG Tarlac,1,Arrived at Drop off,NCK1845,11,14
7300117163,8090 BCFG San Pablo,ROBINSONS SUPERMARKET- DC SUCAT,1,Scheduled,RKR 127,11,16
7300117356,8420 South Mega DC,PUREGOLD PRICE CLUB - LEGASPI,1,Scheduled,CAE 2193,11,17
7300117488,8050 BCFG Pampanga,BGI SALES AND DISTRIBUTION INC- ZAM,1,Scheduled,CT1293,11,18
7300117581,8080 BCFG Canlubang,DMAYA PLUS ENTERPRISES - PANGASINAN,1,Scheduled,BVU 227,11,20
7300117608,8420 South Mega DC,PUREGOLD PRICE CLUB - NAGA,1,Scheduled,CAJ 5730,11,16
7300117617,8174 BCFG DC Pinagbuhatan,"PUREGOLD PRICE CLUB - SAN JOAQUIN,",1,Scheduled,NAH 8567,11,15
7300117625,8420 South Mega DC,WALTERMART SUPERMARKET-TRECE  MARTI,1,Scheduled,CAI2400,11,14
7300117636,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - AGORA,1,Scheduled,THH 460,11,15
7300117725,8020 BCFG MCD,TRU-SERV MARKETING CORP.,1,Scheduled,NDJ7292,11,7
7300117771,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - LAS PINAS (RE,1,Scheduled,AWA 6250,11,16
7300117781,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - PARANAQUE,1,Scheduled,CAZ 1682,11,15
7300117795,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - TAGUIG,1,Scheduled,AWA 6082,11,15
7300117810,8110 BCFG Cavite,SANFORD MARKETING - ASINAN,1,Scheduled,CAZ2516,11,17
7300117951,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - KALENTONG,1,Scheduled,AVA 4337,11,15
7300118044,8330 BCFG GMA MEGA DC,ATHENA PRIME MARKETING,1,Scheduled,CCO9446,11,16
7300118084,8180 BCFG San Pedro 2,OCAMPO'S MARKETING INC.-SAN MIGUEL,1,Accepted,RNB205,11,21
7300118217,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - QI CENTRAL,1,Scheduled,UVX389,11,15
7300118287,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - TAYUMAN,1,Scheduled,NAC 1046,11,15
7300118428,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - LIBERTAD,1,Scheduled,NAZ 1368,11,15
7300118597,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - MAKATI,1,Scheduled,AFA 8008,11,15
7300118716,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - MALINTA,1,Scheduled,NCK 4839,11,15
7300118840,8020 BCFG MCD,PHILIPPINE SEVEN - LA UNION,1,Scheduled,CAO3013,11,18
7300118862,8070 BCFG Calamba,ULTRA MEGA MULTI SALES - MOLINO 2,1,Accepted,ALA 9170,11,16
7300121021,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB INC. - KASIGLAH,1,Accepted,AWA 6250,11,14
7300121670,8080 BCFG Canlubang,BGI SALES AND DISTRIBUTION INC- BAT,1,Accepted,CAM5107,11,14
7300121817,8174 BCFG DC Pinagbuhatan,"ALLDAY MARTS, INC. - EVIA",1,Scheduled,RLK 572,11,16
7300121959,8174 BCFG DC Pinagbuhatan,PUREGOLD PRICE CLUB - NOVA SUSANO,1,Scheduled,NAA 7473,11,17
7300121995,8070 BCFG Calamba,BICOL EXCL'T SLS & TRADING-SORSOGON,1,Scheduled,CAL7887,11,16
7300124154,8050 BCFG Pampanga,ROBINSONS SUPERMARKET- DC SUCAT,1,Scheduled,AWA3420,11,18
7300125468,8160 BCFG Binan,8410 North Mega DC,1,Scheduled,RND193,11,19
7300126031,8060 BCFG Tarlac,ROBINSONS SUPERMARKET- DC SUCAT,1,Scheduled,CAA3539,11,19
7300126408,8060 BCFG Tarlac,"DRM INTEGRAL DISTRIBUTORS, INC.",1,Scheduled,CAF 9271,11,10
7300126853,8060 BCFG Tarlac,BGI SALES AND DISTRIBUTION INC- ZAM,1,Accepted,CCN 2013,11,25
7300127381,8174 BCFG DC Pinagbuhatan,ULTRA MEGA MULTI SALES - GAGALANGIN,1,Completed,ABC 7414,11,20
