trip_number,so_number,vehicle_plate_no,pickup_arrival,pickup_name,dropoff_arrival,dropoff_name
P300276844,NA,NA,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300276847,NA,NA,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300284456,NA,ANA8168,2021-01-11T17:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300284441,NA,UVQ414,2021-01-11T15:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300284445,NA,RNE755,2021-01-13T20:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-14T23:59:00Z,PH Cagayan Grocery - Destination
P300284424,NA,FWN742,2021-01-12T01:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-13T23:59:00Z,PH Cagayan Grocery - Destination
P300284446,NA,UVQ414,2021-01-13T09:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-14T23:59:00Z,PH Cagayan Grocery - Destination
P300283838,,JM3012,2021-01-11T23:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cofipack - Destination
P300284453,NA,RNE755,2021-01-11T11:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-12T23:59:00Z,PH Cagayan Grocery - Destination
P300276825,NA,RNE755,2021-01-07T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-08T00:00:00Z,PH Cagayan Grocery - Destination
P300276836,NA,FWN742,2021-01-08T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T00:00:00Z,PH Cagayan Grocery - Destination
P300276843,NA,UVQ414,2021-01-09T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-10T00:00:00Z,PH Cagayan Grocery - Destination
P300288182,,NAR1498,2021-01-23T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-24T23:59:00Z,PH Meycauayan Grocery - Destination
P300289277,,NAD6565,2021-01-23T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-24T23:59:00Z,PH Batino Grocery - Destination
P300282875,,PXY944,2021-01-08T18:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-09T23:59:00Z,PH Cofipack - Destination
P300291895,,NBC8023,2021-01-28T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-29T23:59:00Z,PH Meycauayan Grocery - Destination
P300290153,,NBC8023,2021-01-19T23:00:00Z,PH NPI Lipa IFT - Source,2021-01-20T23:59:00Z,PH Meycauayan Grocery - Destination
P300293911,4038115574,NCE1173,2021-01-28T13:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-28T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300296557,4038325694,KVW907,2021-01-31T19:00:00Z,PH Mandaue Grocery - Source,2021-02-03T08:00:00Z,Gaisano Capital - Sogod
P300294403,4038294039,KVX109,2021-01-30T01:00:00Z,PH Mandaue Grocery - Source,2021-02-01T02:00:00Z,Save More - Tacloban
P300292580,4038136821,Cdk4043,2021-01-25T10:00:00Z,PH Mandaue Grocery - Source,2021-01-26T14:00:00Z,FDC - Bohol
P300296497,4038400790,KAD4602,2021-01-31T22:00:00Z,PH Cagayan Grocery - Source,2021-02-01T23:30:00Z,IMC - CDO Factory
P300287665,NA,NA,2021-01-20T23:00:00Z,PH Lipa CPW FG - Source,2021-01-21T23:59:00Z,PH Meycauayan Grocery - Destination
P300295875,4038375443,KVX170,2021-01-31T14:00:00Z,PH Cagayan Grocery - Source,2021-02-01T07:00:00Z,S & R Membership Shopping - Cagayan
P300294562,4038154471,KVS151,2021-01-31T15:00:00Z,PH Cagayan Grocery - Source,2021-02-02T09:00:00Z,FDC - General Santos
P300296091,4038028418,ABJ9311,2021-01-31T12:00:00Z,PH Mandaue Grocery - Source,2021-02-02T13:00:00Z,FDC - Bohol
P300291165,4038191130,ABK4101,2021-01-22T23:00:00Z,PH Mandaue Grocery - Source,2021-01-25T15:30:00Z,Robinson's Supermarket - Robinsons
P300291980,NA,NAD6565,2021-01-26T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-27T23:59:59Z,PH Batino Grocery - Destination
P300291994,NA,NA,2021-01-30T15:00:00Z,"PH RM Foods, Inc. - Source",2021-01-31T23:59:00Z,PH Batino Grocery - Destination
P300289879,4037797021,137705,2021-01-20T23:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-20T23:30:00Z,No. 1 Supplier Inc. - Bacolod
P300292608,4038076818,137705,2021-01-23T15:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-25T08:00:00Z,No. 1 Supplier Inc. - Bacolod
P300291892,NA,NAR1498,2021-01-26T18:00:00Z,PH NPI Lipa IFT - Source,2021-01-27T23:59:00Z,PH Meycauayan Grocery - Destination
P300291898,NA,NA,2021-01-30T19:00:00Z,PH NPI Lipa IFT - Source,2021-01-31T23:59:00Z,PH Meycauayan Grocery - Destination
P300294181,4038197156,KDK221,2021-01-30T15:00:00Z,PH Cagayan Grocery - Source,2021-02-02T00:45:00Z,Puregold Price Club - Santo Tomas
P300291997,NA,NAM6642,2021-01-31T07:00:00Z,"PH RM Foods, Inc. - Source",2021-02-01T15:50:00Z,PH Meycauayan Grocery - Destination
P300294182,4038349968,RLE353,2021-01-29T12:00:00Z,PH Cagayan Grocery - Source,2021-02-02T01:00:00Z,Gaisano Grand - Tibungco
P300294604,4038234512,KDK221,2021-01-31T14:00:00Z,PH Cagayan Grocery - Source,2021-02-03T00:45:00Z,Save More - Tagum
P300291992,NA,NBG3012,2021-01-30T07:00:00Z,"PH RM Foods, Inc. - Source",2021-01-31T23:59:00Z,PH Batino Grocery - Destination
P300296051,4038392864,ABK4101,2021-01-31T19:00:00Z,PH Mandaue Grocery - Source,2021-02-03T07:00:00Z,"Puregold Price Club - Bato, Leyte"
P300289823,4037892393,AGA9704,2021-01-20T09:00:00Z,PH Cofipack - Source,2021-01-21T15:11:00Z,MDSI - North Mindanao
P300289824,4037879360,RLE353,2021-01-21T05:00:00Z,PH Cofipack - Source,2021-01-21T17:40:00Z,Rosabaya Distributors - Tagum
P300296047,4038152250,KVW907,2021-01-31T12:00:00Z,PH Mandaue Grocery - Source,2021-02-02T13:00:00Z,FDC - Bohol
P300279893,4037386429,KVX836,2021-01-02T23:14:20Z,PH Cagayan Grocery - Source,2021-01-04T08:00:00Z,FDC - General Santos
P300279924,4037276585,KVY444,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,MDSI - North Mindanao
P300279856,4037523446,ABK 3773,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-04T08:00:00Z,FDC - Valencia
P300279957,4037454981,GWB422,2021-01-04T23:10:00Z,PH Cagayan Grocery - Source,2021-01-06T08:55:40Z,FDC - General Santos
P300279794,4037592122,RME367,2021-01-04T14:00:00Z,PH Bacolod - Mansilingan DC - Source,2021-01-06T14:00:00Z,FDC - Ormoc Grocery
P300279844,4037216278,ZF7590,2021-01-05T23:00:00Z,PH Mandaue Grocery - Source,2021-01-07T23:30:00Z,FDC - Sogod Satellite Warehouse
P300279273,NA,NA,2021-01-03T23:00:00Z,"PH RM Foods, Inc. - Source",2021-01-04T23:59:00Z,PH Batino Grocery - Destination
P300279814,4037274116,ABK2825,2021-01-03T23:00:00Z,PH Mandaue Grocery - Source,2021-01-05T23:30:00Z,FDC - Bohol
P300279813,4037370033,ADK4034,2021-01-03T23:00:00Z,PH Mandaue Grocery - Source,2021-01-05T23:30:00Z,FDC - Bohol
P300279845,4037273845,ZF7663,2021-01-05T23:00:00Z,PH Mandaue Grocery - Source,2021-01-07T23:30:00Z,FDC - Sogod Satellite Warehouse
P300279885,4037454513,KVW 954,2021-01-04T05:35:23Z,PH Cagayan Grocery - Source,2021-01-04T10:00:00Z,FDC - CDO
P300279858,4037582732,KVV497,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-04T08:00:00Z,FDC - Valencia
P300279927,4037557330,AGA 9704,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,MDSI - North Mindanao
P300279900,4037543859,ABB5458,2021-01-04T23:00:00Z,PH Cagayan Grocery - Source,2021-01-05T09:00:00Z,FDC - Valencia
P300276829,NA,NA,2021-01-02T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-03T00:00:00Z,PH Cagayan Grocery - Destination
P300276831,NA,NA,2021-01-02T00:00:00Z,PH Cagayan De Oro Fac FG - Source,2021-01-03T00:00:00Z,PH Cagayan Grocery - Destination
P300279855,4037376975,KDK221,2021-01-03T23:00:00Z,PH Cagayan Grocery - Source,2021-01-04T08:00:00Z,FDC - Valencia
