plateno,geofence_name,first_timestamp,last_timestamp,time_duration_at_geofence,time_next
JM3012,Rosabaya Distributors - Tagum,2021-01-17 23:42:02,2021-01-17 23:59:44,1062s (~17.7 minutes),-1062s (~-17.7 minutes)
JM3012,Rosabaya Distributors Incorporated,2021-01-17 23:42:02,2021-01-17 23:59:44,1062s (~17.7 minutes),3701s (~1.03 hours)
ACN4785,Gaisano Capital - Ormoc,2021-01-18 01:00:02,2021-01-18 02:27:28,5246s (~1.46 hours),-5246s (~-1.46 hours)
ACN4785,Gaisano Capital - Riverside,2021-01-18 01:00:02,2021-01-18 02:27:24,5242s (~1.46 hours),400421s (~4.63 days)
JM3012,Rosabaya Distributors - Tagum,2021-01-18 01:01:25,2021-01-18 01:26:04,1479s (~24.65 minutes),-1479s (~-24.65 minutes)
JM3012,Rosabaya Distributors Incorporated,2021-01-18 01:01:25,2021-01-18 01:26:04,1479s (~24.65 minutes),2756s (~45.93 minutes)
ADC4769,PH Cofipack - Destination,2021-01-18 01:46:43,2021-01-18 01:52:08,325s (~5.42 minutes),-325s (~-5.42 minutes)
ADC4769,PH Cofipack - Source,2021-01-18 01:46:43,2021-01-18 01:52:08,325s (~5.42 minutes),6826s (~1.9 hours)
NAR1498,PH Batino Grocery - Destination,2021-01-18 02:00:28,2021-01-18 12:39:46,38358s (~10.65 hours),-38358s (~-10.65 hours)
NAR1498,PH Batino Grocery - Source,2021-01-18 02:00:28,2021-01-18 12:39:46,38358s (~10.65 hours),58854s (~16.35 hours)
JM3012,Rosabaya Distributors - Tagum,2021-01-18 02:12:00,2021-01-18 02:26:00,840s (~14 minutes),-840s (~-14 minutes)
JM3012,Rosabaya Distributors Incorporated,2021-01-18 02:12:00,2021-01-18 02:26:00,840s (~14 minutes),175839s (~2.04 days)
GAM1633,Gaisano Grand - Toril,2021-01-18 02:30:33,2021-01-18 06:29:21,14328s (~3.98 hours),153371s (~1.78 days)
JM0535,No. 1 Supplier Inc. - Bacolod,2021-01-18 02:36:33,2021-01-18 05:52:53,11780s (~3.27 hours),334270s (~3.87 days)
KAD4602,Interpace Corporation -Carmen,2021-01-18 03:06:17,2021-01-18 03:45:46,2369s (~39.48 minutes),-2315s (~-38.58 minutes)
KAD4602,Puregold Price Club - Cagayan De,2021-01-18 03:07:11,2021-01-18 03:45:54,2323s (~38.72 minutes),10562s (~2.93 hours)
ADC4769,PH Cofipack - Destination,2021-01-18 03:45:54,2021-01-18 04:25:57,2403s (~40.05 minutes),-2403s (~-40.05 minutes)
ADC4769,PH Cofipack - Source,2021-01-18 03:45:54,2021-01-18 04:25:57,2403s (~40.05 minutes),123440s (~1.43 days)
KVU104,FDC - General Santos,2021-01-18 03:50:08,2021-01-18 07:47:04,14216s (~3.95 hours),1029772s (~1.7 weeks)
RLE353,PH Cofipack - Destination,2021-01-18 04:21:29,2021-01-18 08:29:44,14895s (~4.14 hours),-14895s (~-4.14 hours)
RLE353,PH Cofipack - Source,2021-01-18 04:21:29,2021-01-18 08:29:44,14895s (~4.14 hours),250334s (~2.9 days)
NAD6565,IMC - NBS/NDC,2021-01-18 06:00:41,2021-01-18 13:22:30,26509s (~7.36 hours),-26509s (~-7.36 hours)
NAD6565,PH Meycauayan Grocery - Destination,2021-01-18 06:00:41,2021-01-18 13:22:08,26487s (~7.36 hours),-26487s (~-7.36 hours)
NAD6565,PH Meycauayan Grocery - Source,2021-01-18 06:00:41,2021-01-18 13:22:02,26481s (~7.36 hours),1738s (~28.97 minutes)
WQC386,Gaisano Capital - Central Store,2021-01-18 06:20:38,2021-01-18 07:49:46,5348s (~1.49 hours),159507s (~1.85 days)
GWB422,PSACC - Dadiangas CY 1,2021-01-18 06:30:07,2021-01-19 00:29:34,64767s (~17.99 hours),82445s (~22.9 hours)
KAD4602,Interpace Corporation -Carmen,2021-01-18 06:41:56,2021-01-18 06:55:05,789s (~13.15 minutes),-789s (~-13.15 minutes)
KAD4602,Robinson's Supermarket - Limketkai,2021-01-18 06:41:56,2021-01-18 06:55:05,789s (~13.15 minutes),-789s (~-13.15 minutes)
KAD4602,Shopwise Supercenter - Cagayan De,2021-01-18 06:41:56,2021-01-18 06:55:05,789s (~13.15 minutes),580s (~9.67 minutes)
KAD4602,Robinson's Supermarket - Gusa,2021-01-18 07:04:45,2021-01-18 07:54:49,3004s (~50.07 minutes),88186s (~1.02 days)
RJK963,PH Cagayan Grocery - Destination,2021-01-18 08:14:43,2021-01-18 12:24:28,14985s (~4.16 hours),-14985s (~-4.16 hours)
RJK963,PH Cagayan Grocery - Source,2021-01-18 08:14:43,2021-01-18 12:24:28,14985s (~4.16 hours),55214s (~15.34 hours)
137704,No. 1 Supplier Inc. - Bacolod,2021-01-18 09:00:01,2021-01-18 09:27:39,1658s (~27.63 minutes),145972s (~1.69 days)
MEG206,MAERSK Cagayan - Macabalan Wharf,2021-01-18 09:08:40,2021-01-18 09:27:08,1108s (~18.47 minutes),-1108s (~-18.47 minutes)
MEG206,SSR PORT - CAGAYAN,2021-01-18 09:08:40,2021-01-18 09:27:08,1108s (~18.47 minutes),17446s (~4.85 hours)
KVX115,PH Cagayan Grocery - Destination,2021-01-18 09:11:59,2021-01-18 15:15:35,21816s (~6.06 hours),-21815s (~-6.06 hours)
KVX115,PH Cagayan Grocery - Source,2021-01-18 09:12:00,2021-01-18 15:15:15,21795s (~6.05 hours),44773s (~12.44 hours)
KAD4601,PH Cagayan Grocery - Destination,2021-01-18 09:19:48,2021-01-18 09:29:48,600s (~10 minutes),300s (~5 minutes)
KVX170,PH Cagayan Grocery - Destination,2021-01-18 09:30:34,2021-01-18 09:49:33,1139s (~18.98 minutes),-1139s (~-18.98 minutes)
KVX170,PH Cagayan Grocery - Source,2021-01-18 09:30:34,2021-01-18 09:49:33,1139s (~18.98 minutes),77285s (~21.47 hours)
KAD4601,PH Cagayan Grocery - Destination,2021-01-18 09:34:48,2021-01-18 12:12:09,9441s (~2.62 hours),-9441s (~-2.62 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-18 09:34:48,2021-01-18 09:48:48,840s (~14 minutes),57169s (~15.88 hours)
KDK221,PH Cagayan Grocery - Destination,2021-01-18 11:04:39,2021-01-18 11:29:43,1504s (~25.07 minutes),-1504s (~-25.07 minutes)
KDK221,PH Cagayan Grocery - Source,2021-01-18 11:04:39,2021-01-18 11:29:43,1504s (~25.07 minutes),1920s (~32 minutes)
137707,PH Mandaue Grocery - Destination,2021-01-18 11:41:38,2021-01-18 11:48:25,407s (~6.78 minutes),-16s
137707,PH Mandaue Grocery - Source,2021-01-18 11:48:09,2021-01-18 15:59:04,15055s (~4.18 hours),-5342s (~-1.48 hours)
KWA565,PH Mandaue Grocery - Destination,2021-01-18 11:49:14,2021-01-18 11:55:04,350s (~5.83 minutes),-350s (~-5.83 minutes)
KWA565,PH Mandaue Grocery - Source,2021-01-18 11:49:14,2021-01-19 02:53:47,54273s (~15.08 hours),-26627s (~-7.4 hours)
KDK221,PH Cagayan Grocery - Destination,2021-01-18 12:01:43,2021-01-18 12:26:31,1488s (~24.8 minutes),-1488s (~-24.8 minutes)
KDK221,PH Cagayan Grocery - Source,2021-01-18 12:01:43,2021-01-18 12:26:31,1488s (~24.8 minutes),NA
ABK4138,PH Cagayan Grocery - Destination,2021-01-18 13:49:20,2021-01-19 09:23:45,70465s (~19.57 hours),-69770s (~-19.38 hours)
NAD6565,"PH RM Foods, Inc. - Destination",2021-01-18 13:51:00,2021-01-18 18:29:19,16699s (~4.64 hours),-16699s (~-4.64 hours)
NAD6565,"PH RM Foods, Inc. - Source",2021-01-18 13:51:00,2021-01-18 18:29:19,16699s (~4.64 hours),25462s (~7.07 hours)
ABK4138,PH Cagayan Grocery - Source,2021-01-18 14:00:55,2021-01-19 09:23:45,69770s (~19.38 hours),65799s (~18.28 hours)
MEG206,MAERSK Cagayan - Macabalan Wharf,2021-01-18 14:17:54,2021-01-18 14:24:30,396s (~6.6 minutes),-396s (~-6.6 minutes)
MEG206,SSR PORT - CAGAYAN,2021-01-18 14:17:54,2021-01-18 14:24:30,396s (~6.6 minutes),114612s (~1.33 days)
137707,PH Mandaue Grocery - Destination,2021-01-18 14:30:02,2021-01-18 15:59:04,5342s (~1.48 hours),NA
UVQ926,FDC - General Santos,2021-01-18 14:31:17,2021-01-18 15:28:10,3413s (~56.88 minutes),-3413s (~-56.88 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 14:31:17,2021-01-18 15:28:10,3413s (~56.88 minutes),360s (~6 minutes)
UVQ926,FDC - General Santos,2021-01-18 15:34:10,2021-01-18 16:58:10,5040s (~1.4 hours),-5040s (~-1.4 hours)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 15:34:10,2021-01-18 16:58:10,5040s (~1.4 hours),360s (~6 minutes)
KVS151,FDC - General Santos,2021-01-18 16:30:16,2021-01-18 16:39:52,576s (~9.6 minutes),31808s (~8.84 hours)
KVX836,PSACC - Dadiangas CY 1,2021-01-18 16:33:08,2021-01-19 05:35:59,46971s (~13.05 hours),-46969s (~-13.05 hours)
KVX836,FDC - General Santos,2021-01-18 16:33:10,2021-01-18 18:10:42,5852s (~1.63 hours),39009s (~10.84 hours)
U51160,Rosabaya Distributors - Tagum,2021-01-18 16:51:50,2021-01-19 03:20:18,37708s (~10.47 hours),-37708s (~-10.47 hours)
U51160,Rosabaya Distributors Incorporated,2021-01-18 16:51:50,2021-01-19 03:20:18,37708s (~10.47 hours),114437s (~1.32 days)
UVQ926,FDC - General Santos,2021-01-18 17:04:10,2021-01-18 17:58:12,3242s (~54.03 minutes),-3242s (~-54.03 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 17:04:10,2021-01-18 17:58:12,3242s (~54.03 minutes),360s (~6 minutes)
UVQ926,FDC - General Santos,2021-01-18 18:04:12,2021-01-18 18:58:14,3242s (~54.03 minutes),-3242s (~-54.03 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 18:04:12,2021-01-18 18:58:14,3242s (~54.03 minutes),480s (~8 minutes)
UVQ926,FDC - General Santos,2021-01-18 19:06:14,2021-01-18 19:50:14,2640s (~44 minutes),-2640s (~-44 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 19:06:14,2021-01-18 19:50:14,2640s (~44 minutes),840s (~14 minutes)
KWA565,PH Mandaue Grocery - Destination,2021-01-18 19:30:00,2021-01-19 02:53:47,26627s (~7.4 hours),538804s (~6.24 days)
UVQ926,FDC - General Santos,2021-01-18 20:04:14,2021-01-18 20:28:14,1440s (~24 minutes),-1440s (~-24 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 20:04:14,2021-01-18 20:28:14,1440s (~24 minutes),361s (~6.02 minutes)
UVQ926,FDC - General Santos,2021-01-18 20:34:15,2021-01-18 21:24:18,3003s (~50.05 minutes),-3003s (~-50.05 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 20:34:15,2021-01-18 21:24:18,3003s (~50.05 minutes),480s (~8 minutes)
UVQ926,FDC - General Santos,2021-01-18 21:32:18,2021-01-18 22:26:19,3241s (~54.02 minutes),-3241s (~-54.02 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 21:32:18,2021-01-18 22:26:19,3241s (~54.02 minutes),360s (~6 minutes)
UVQ926,FDC - General Santos,2021-01-18 22:32:19,2021-01-18 23:28:19,3360s (~56 minutes),-3360s (~-56 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 22:32:19,2021-01-18 23:28:19,3360s (~56 minutes),360s (~6 minutes)
UVQ926,FDC - General Santos,2021-01-18 23:34:19,2021-01-18 23:56:19,1320s (~22 minutes),-1320s (~-22 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-18 23:34:19,2021-01-18 23:56:19,1320s (~22 minutes),480s (~8 minutes)
UVQ926,FDC - General Santos,2021-01-19 00:04:19,2021-01-19 00:28:19,1440s (~24 minutes),-1440s (~-24 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-19 00:04:19,2021-01-19 00:28:19,1440s (~24 minutes),600s (~10 minutes)
RLK700,PH Cagayan Grocery - Destination,2021-01-19 00:14:16,2021-01-19 00:26:16,720s (~12 minutes),-720s (~-12 minutes)
RLK700,PH Cagayan Grocery - Source,2021-01-19 00:14:16,2021-01-19 00:26:16,720s (~12 minutes),43491s (~12.08 hours)
UVQ926,FDC - General Santos,2021-01-19 00:38:19,2021-01-19 00:58:19,1200s (~20 minutes),-1200s (~-20 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-19 00:38:19,2021-01-19 00:58:19,1200s (~20 minutes),720s (~12 minutes)
UVQ926,FDC - General Santos,2021-01-19 01:10:19,2021-01-19 01:28:19,1080s (~18 minutes),-1080s (~-18 minutes)
UVQ926,PSACC - Dadiangas CY 1,2021-01-19 01:10:19,2021-01-19 01:28:19,1080s (~18 minutes),1921s (~32.02 minutes)
KVS151,FDC - General Santos,2021-01-19 01:30:00,2021-01-19 03:28:00,7080s (~1.97 hours),-7080s (~-1.97 hours)
KVS151,PSACC - Dadiangas CY 1,2021-01-19 01:30:00,2021-01-19 03:28:00,7080s (~1.97 hours),360s (~6 minutes)
NAD6565,PH Batino Grocery - Destination,2021-01-19 01:33:41,2021-01-19 07:23:36,20995s (~5.83 hours),-20917s (~-5.81 hours)
NAD6565,PH Batino Grocery - Source,2021-01-19 01:34:59,2021-01-19 07:23:36,20917s (~5.81 hours),48198s (~13.39 hours)
KAD4601,Robinson's Supermarket - Butuan,2021-01-19 01:41:37,2021-01-19 02:40:43,3546s (~59.1 minutes),1641s (~27.35 minutes)
UVQ926,FDC - General Santos,2021-01-19 02:00:20,2021-01-19 03:22:21,4921s (~1.37 hours),-4921s (~-1.37 hours)
UVQ926,PSACC - Dadiangas CY 1,2021-01-19 02:00:20,2021-01-19 03:22:21,4921s (~1.37 hours),720s (~12 minutes)
NAM6641,PH Mandaue Grocery - Source,2021-01-19 02:30:09,2021-01-19 02:57:24,1635s (~27.25 minutes),-1345s (~-22.42 minutes)
NAM6641,PH Mandaue Grocery - Destination,2021-01-19 02:34:59,2021-01-19 02:57:24,1345s (~22.42 minutes),480s (~8 minutes)
NAM6641,PH Mandaue Grocery - Destination,2021-01-19 03:05:24,2021-01-19 03:29:20,1436s (~23.93 minutes),-1436s (~-23.93 minutes)
NAM6641,PH Mandaue Grocery - Source,2021-01-19 03:05:24,2021-01-19 03:29:20,1436s (~23.93 minutes),260380s (~3.01 days)
KAD4601,Puregold Price Club - Butuan United,2021-01-19 03:08:04,2021-01-19 04:41:15,5591s (~1.55 hours),438s (~7.3 minutes)
KVS151,FDC - General Santos,2021-01-19 03:34:00,2021-01-19 04:58:07,5047s (~1.4 hours),-5047s (~-1.4 hours)
KVS151,PSACC - Dadiangas CY 1,2021-01-19 03:34:00,2021-01-19 04:58:07,5047s (~1.4 hours),2009s (~33.48 minutes)
UVQ926,FDC - General Santos,2021-01-19 03:34:21,2021-01-19 06:25:38,10277s (~2.85 hours),-10277s (~-2.85 hours)
UVQ926,PSACC - Dadiangas CY 1,2021-01-19 03:34:21,2021-01-19 05:28:23,6842s (~1.9 hours),3795s (~1.05 hours)
KVX115,Gaisano - Butuan,2021-01-19 03:41:28,2021-01-19 05:20:27,5939s (~1.65 hours),10206s (~2.84 hours)
RJK963,Ralav Corporation - Butuan,2021-01-19 03:44:42,2021-01-19 07:29:23,13481s (~3.74 hours),-13477s (~-3.74 hours)
RJK963,Puregold Price Club - Butuan,2021-01-19 03:44:46,2021-01-19 07:29:23,13477s (~3.74 hours),21904s (~6.08 hours)
KAD4601,Ralav Corporation - Butuan,2021-01-19 04:48:33,2021-01-19 04:54:36,363s (~6.05 minutes),-345s (~-5.75 minutes)
KAD4601,Puregold Price Club - Butuan,2021-01-19 04:48:51,2021-01-19 04:54:36,345s (~5.75 minutes),473s (~7.88 minutes)
NAR1498,IMC - NBS/NDC,2021-01-19 05:00:40,2021-01-19 08:29:03,12503s (~3.47 hours),-12503s (~-3.47 hours)
NAR1498,PH Meycauayan Grocery - Destination,2021-01-19 05:00:40,2021-01-19 08:29:03,12503s (~3.47 hours),-12503s (~-3.47 hours)
NAR1498,PH Meycauayan Grocery - Source,2021-01-19 05:00:40,2021-01-19 08:29:03,12503s (~3.47 hours),2084s (~34.73 minutes)
KVX836,FDC - General Santos,2021-01-19 05:00:51,2021-01-19 08:49:54,13743s (~3.82 hours),351969s (~4.07 days)
KAD4601,Puregold Price Club - Butuan,2021-01-19 05:02:29,2021-01-19 05:29:15,1606s (~26.77 minutes),-1606s (~-26.77 minutes)
KAD4601,Ralav Corporation - Butuan,2021-01-19 05:02:29,2021-01-19 05:29:15,1606s (~26.77 minutes),681s (~11.35 minutes)
KVS151,FDC - General Santos,2021-01-19 05:31:36,2021-01-19 08:28:15,10599s (~2.94 hours),354706s (~4.11 days)
KAD4601,Puregold Price Club - Butuan United,2021-01-19 05:40:36,2021-01-19 07:23:48,6192s (~1.72 hours),30099s (~8.36 hours)
KVW954,Suy Sing - Cagayan De Oro,2021-01-19 06:10:39,2021-01-19 06:28:31,1072s (~17.87 minutes),201757s (~2.34 days)
UVQ926,FDC - General Santos,2021-01-19 06:31:38,2021-01-19 07:23:38,3120s (~52 minutes),600s (~10 minutes)
KVX170,PH Cagayan Grocery - Destination,2021-01-19 07:17:38,2021-01-19 07:26:27,529s (~8.82 minutes),-529s (~-8.82 minutes)
KVX170,PH Cagayan Grocery - Source,2021-01-19 07:17:38,2021-01-19 07:26:27,529s (~8.82 minutes),15686s (~4.36 hours)
UVQ926,FDC - General Santos,2021-01-19 07:33:38,2021-01-19 08:27:39,3241s (~54.02 minutes),NA
RKZ541,PH Mandaue Grocery - Destination,2021-01-19 08:09:14,2021-01-19 08:58:04,2930s (~48.83 minutes),-2750s (~-45.83 minutes)
KVX115,Gaisano - Butuan,2021-01-19 08:10:33,2021-01-19 08:27:07,994s (~16.57 minutes),56349s (~15.65 hours)
RKZ541,PH Mandaue Grocery - Source,2021-01-19 08:12:14,2021-01-19 12:21:00,14926s (~4.15 hours),179667s (~2.08 days)
AGA9704,PH Cofipack - Destination,2021-01-19 08:16:58,2021-01-19 11:11:49,10491s (~2.91 hours),-10491s (~-2.91 hours)
AGA9704,PH Cofipack - Source,2021-01-19 08:16:58,2021-01-19 11:11:49,10491s (~2.91 hours),53959s (~14.99 hours)
KAD4602,PH Cagayan Grocery - Destination,2021-01-19 08:24:35,2021-01-19 12:21:02,14187s (~3.94 hours),-14187s (~-3.94 hours)
KAD4602,PH Cagayan Grocery - Source,2021-01-19 08:24:35,2021-01-19 12:20:25,14150s (~3.93 hours),59580s (~16.55 hours)
NAR1498,"PH RM Foods, Inc. - Destination",2021-01-19 09:03:47,2021-01-19 13:29:30,15943s (~4.43 hours),-15943s (~-4.43 hours)
NAR1498,"PH RM Foods, Inc. - Source",2021-01-19 09:03:47,2021-01-19 13:29:30,15943s (~4.43 hours),13236s (~3.68 hours)
KVX170,PH Cagayan Grocery - Destination,2021-01-19 11:47:53,2021-01-19 11:57:55,602s (~10.03 minutes),-602s (~-10.03 minutes)
KVX170,PH Cagayan Grocery - Source,2021-01-19 11:47:53,2021-01-19 11:57:55,602s (~10.03 minutes),86648s (~1 days)
RLK700,PH Cagayan Grocery - Destination,2021-01-19 12:31:07,2021-01-19 12:52:22,1275s (~21.25 minutes),-1275s (~-21.25 minutes)
RLK700,PH Cagayan Grocery - Source,2021-01-19 12:31:07,2021-01-19 12:52:22,1275s (~21.25 minutes),507s (~8.45 minutes)
NBC8023,IMC - NBS/NDC,2021-01-19 12:35:14,2021-01-19 12:40:37,323s (~5.38 minutes),1953s (~32.55 minutes)
RLK700,PH Cagayan Grocery - Destination,2021-01-19 13:00:49,2021-01-19 13:27:15,1586s (~26.43 minutes),-1586s (~-26.43 minutes)
RLK700,PH Cagayan Grocery - Source,2021-01-19 13:00:49,2021-01-19 13:27:15,1586s (~26.43 minutes),63664s (~17.68 hours)
NBC8023,"PH RM Foods, Inc. - Destination",2021-01-19 13:13:10,2021-01-19 13:55:36,2546s (~42.43 minutes),-2546s (~-42.43 minutes)
NBC8023,"PH RM Foods, Inc. - Source",2021-01-19 13:13:10,2021-01-19 13:55:36,2546s (~42.43 minutes),89044s (~1.03 days)
RJK963,PH Cagayan Grocery - Destination,2021-01-19 13:34:27,2021-01-20 00:07:17,37970s (~10.55 hours),-37970s (~-10.55 hours)
RJK963,PH Cagayan Grocery - Source,2021-01-19 13:34:27,2021-01-20 00:07:17,37970s (~10.55 hours),91610s (~1.06 days)
AAT4643,PH Cagayan Grocery - Destination,2021-01-19 13:49:06,2021-01-19 13:59:06,600s (~10 minutes),-600s (~-10 minutes)
AAT4643,PH Cagayan Grocery - Source,2021-01-19 13:49:06,2021-01-19 13:59:06,600s (~10 minutes),3803s (~1.06 hours)
KVW909,PH Cagayan Grocery - Destination,2021-01-19 14:00:55,2021-01-19 14:23:12,1337s (~22.28 minutes),-1337s (~-22.28 minutes)
KVW909,PH Cagayan Grocery - Source,2021-01-19 14:00:55,2021-01-19 14:23:12,1337s (~22.28 minutes),20329s (~5.65 hours)
ADC4769,PH Cofipack - Destination,2021-01-19 14:43:17,2021-01-19 15:08:22,1505s (~25.08 minutes),-1505s (~-25.08 minutes)
ADC4769,PH Cofipack - Source,2021-01-19 14:43:17,2021-01-19 15:08:22,1505s (~25.08 minutes),35524s (~9.87 hours)
AAT4643,PH Cagayan Grocery - Destination,2021-01-19 15:02:29,2021-01-19 15:24:24,1315s (~21.92 minutes),-1315s (~-21.92 minutes)
AAT4643,PH Cagayan Grocery - Source,2021-01-19 15:02:29,2021-01-19 15:24:24,1315s (~21.92 minutes),227308s (~2.63 days)
KAD4601,PH Cagayan Grocery - Destination,2021-01-19 15:45:27,2021-01-20 00:44:13,32326s (~8.98 hours),-32326s (~-8.98 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-19 15:45:27,2021-01-20 00:44:13,32326s (~8.98 hours),87356s (~1.01 days)
NAR1498,PH Batino Grocery - Destination,2021-01-19 17:10:06,2021-01-20 07:45:18,52512s (~14.59 hours),-52512s (~-14.59 hours)
NAR1498,PH Batino Grocery - Source,2021-01-19 17:10:06,2021-01-20 07:45:18,52512s (~14.59 hours),201207s (~2.33 days)
ZF7590,PH Mandaue Grocery - Destination,2021-01-19 17:30:00,2021-01-19 19:38:40,7720s (~2.14 hours),-7720s (~-2.14 hours)
ZF7590,PH Mandaue Grocery - Source,2021-01-19 17:30:00,2021-01-19 19:38:40,7720s (~2.14 hours),455969s (~5.28 days)
KVW909,PH Cagayan Grocery - Destination,2021-01-19 20:02:01,2021-01-19 20:14:36,755s (~12.58 minutes),-755s (~-12.58 minutes)
KVW909,PH Cagayan Grocery - Source,2021-01-19 20:02:01,2021-01-19 20:14:36,755s (~12.58 minutes),NA
NAD6565,PH Lipa CPW FG - Destination,2021-01-19 20:46:54,2021-01-19 21:27:50,2456s (~40.93 minutes),-2417s (~-40.28 minutes)
NAD6565,PH Lipa CPW FG - Source,2021-01-19 20:47:33,2021-01-19 21:27:50,2417s (~40.28 minutes),26045s (~7.23 hours)
MEG206,PH Cofipack - Source,2021-01-19 22:14:42,2021-01-19 22:22:26,464s (~7.73 minutes),4266s (~1.19 hours)
GWB422,PH Cagayan Grocery - Destination,2021-01-19 23:23:39,2021-01-20 00:59:52,5773s (~1.6 hours),-5773s (~-1.6 hours)
GWB422,PH Cagayan Grocery - Source,2021-01-19 23:23:39,2021-01-20 00:59:52,5773s (~1.6 hours),26331s (~7.31 hours)
MEG206,PH Cagayan Grocery - Destination,2021-01-19 23:33:32,2021-01-19 23:44:32,660s (~11 minutes),642073s (~1.06 weeks)
KVX115,PH Cagayan Grocery - Destination,2021-01-20 00:06:16,2021-01-20 00:20:19,843s (~14.05 minutes),16800s (~4.67 hours)
ADC4769,PH Cofipack - Destination,2021-01-20 01:00:26,2021-01-20 01:25:18,1492s (~24.87 minutes),-1492s (~-24.87 minutes)
ADC4769,PH Cofipack - Source,2021-01-20 01:00:26,2021-01-20 01:25:18,1492s (~24.87 minutes),24102s (~6.7 hours)
GAM1633,Gaisano Grand Mall of Tagum,2021-01-20 01:05:32,2021-01-20 02:22:14,4602s (~1.28 hours),82631s (~22.95 hours)
137704,No. 1 Supplier Inc. - Bacolod,2021-01-20 02:00:31,2021-01-20 02:28:05,1654s (~27.57 minutes),437517s (~5.06 days)
AGA9704,PH Cofipack - Destination,2021-01-20 02:11:08,2021-01-20 14:51:03,45595s (~12.67 hours),-45595s (~-12.67 hours)
AGA9704,PH Cofipack - Source,2021-01-20 02:11:08,2021-01-20 14:51:14,45606s (~12.67 hours),506973s (~5.87 days)
JM3012,PH Cofipack - Destination,2021-01-20 03:16:39,2021-01-20 03:28:22,703s (~11.72 minutes),-703s (~-11.72 minutes)
JM3012,PH Cofipack - Source,2021-01-20 03:16:39,2021-01-20 03:28:22,703s (~11.72 minutes),85946s (~23.87 hours)
ABK4138,PSACC - Dadiangas CY 1,2021-01-20 03:40:24,2021-01-20 05:47:54,7650s (~2.12 hours),-7530s (~-2.09 hours)
ABK4138,FDC - General Santos,2021-01-20 03:42:24,2021-01-20 10:21:07,23923s (~6.65 hours),108592s (~1.26 days)
WQC386,Save More - Primark Caibaan,2021-01-20 04:08:13,2021-01-20 05:25:46,4653s (~1.29 hours),2297s (~38.28 minutes)
NBG3012,IMC - NBS/NDC,2021-01-20 04:31:52,2021-01-20 04:50:33,1121s (~18.68 minutes),-1121s (~-18.68 minutes)
NBG3012,PH Meycauayan Grocery - Destination,2021-01-20 04:31:52,2021-01-20 04:50:33,1121s (~18.68 minutes),20947s (~5.82 hours)
NAD6565,IMC - NBS/NDC,2021-01-20 04:41:55,2021-01-20 18:08:40,48405s (~13.45 hours),-48170s (~-13.38 hours)
NAD6565,PH Meycauayan Grocery - Destination,2021-01-20 04:45:50,2021-01-20 18:08:26,48156s (~13.38 hours),-48137s (~-13.37 hours)
NAD6565,PH Meycauayan Grocery - Source,2021-01-20 04:46:09,2021-01-20 18:08:09,48120s (~13.37 hours),1942s (~32.37 minutes)
KAD4602,SM Snack Exchange - CDO Downtown,2021-01-20 04:53:25,2021-01-20 09:05:50,15145s (~4.21 hours),-15145s (~-4.21 hours)
KAD4602,SM Supermarket - Cagayan De Oro 2,2021-01-20 04:53:25,2021-01-20 09:05:50,15145s (~4.21 hours),9203s (~2.56 hours)
KVX115,PH Cagayan Grocery - Destination,2021-01-20 05:00:19,2021-01-21 03:29:09,80930s (~22.48 hours),-51940s (~-14.43 hours)
WQC386,Save More - Tacloban,2021-01-20 06:04:03,2021-01-20 06:39:51,2148s (~35.8 minutes),4079s (~1.13 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-20 06:38:36,2021-01-20 06:59:01,1225s (~20.42 minutes),-1210s (~-20.17 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-20 06:38:51,2021-01-20 06:59:01,1210s (~20.17 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-20 07:04:01,2021-01-20 07:29:01,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-20 07:04:01,2021-01-20 07:29:01,1500s (~25 minutes),300s (~5 minutes)
RLK700,PH Cagayan Grocery - Destination,2021-01-20 07:08:19,2021-01-20 07:19:19,660s (~11 minutes),-660s (~-11 minutes)
RLK700,PH Cagayan Grocery - Source,2021-01-20 07:08:19,2021-01-20 07:19:19,660s (~11 minutes),27839s (~7.73 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-20 07:34:01,2021-01-20 07:59:01,1500s (~25 minutes),-1500s (~-25 minutes)
