plateno,geofence_name,first_timestamp,last_timestamp,time_duration_at_geofence,time_next
ABK4138,PH Cagayan Grocery - Source,2021-01-10 05:01:51,2021-01-10 09:56:37,17686s (~4.91 hours),278545s (~3.22 days)
ZF7663,PH Mandaue Grocery - Destination,2021-01-10 09:08:06,2021-01-10 11:10:07,7321s (~2.03 hours),-7128s (~-1.98 hours)
ZF7663,PH Mandaue Grocery - Source,2021-01-10 09:11:19,2021-01-10 11:10:07,7128s (~1.98 hours),73833s (~20.51 hours)
RJK963,PH Cagayan Grocery - Destination,2021-01-10 09:31:45,2021-01-11 01:36:34,57889s (~16.08 hours),-57886s (~-16.08 hours)
RJK963,PH Cagayan Grocery - Source,2021-01-10 09:31:48,2021-01-11 01:36:34,57886s (~16.08 hours),48956s (~13.6 hours)
KAD4601,PH Cagayan Grocery - Destination,2021-01-10 12:20:03,2021-01-10 22:13:58,35635s (~9.9 hours),-35635s (~-9.9 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-10 12:20:03,2021-01-10 22:13:58,35635s (~9.9 hours),22103s (~6.14 hours)
KAD4602,PH Cagayan Grocery - Destination,2021-01-10 13:23:06,2021-01-11 00:29:14,39968s (~11.1 hours),-39954s (~-11.1 hours)
KAD4602,PH Cagayan Grocery - Source,2021-01-10 13:23:20,2021-01-11 00:29:14,39954s (~11.1 hours),4060s (~1.13 hours)
ZF7596,FDC - General Santos,2021-01-10 18:30:22,2021-01-10 18:47:22,1020s (~17 minutes),-1020s (~-17 minutes)
ZF7596,PSACC - Dadiangas CY 1,2021-01-10 18:30:22,2021-01-11 05:29:51,39569s (~10.99 hours),-37371s (~-10.38 hours)
JM0314,FDC - General Santos,2021-01-10 18:32:47,2021-01-11 00:58:07,23120s (~6.42 hours),-23120s (~-6.42 hours)
JM0314,PSACC - Dadiangas CY 1,2021-01-10 18:32:47,2021-01-11 05:26:42,39235s (~10.9 hours),-12395s (~-3.44 hours)
ZF7596,FDC - General Santos,2021-01-10 19:07:00,2021-01-10 19:25:25,1105s (~18.42 minutes),17582s (~4.88 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-10 21:05:53,2021-01-10 21:56:33,3040s (~50.67 minutes),-3040s (~-50.67 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-10 21:05:53,2021-01-10 21:56:33,3040s (~50.67 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-10 22:01:33,2021-01-10 22:26:33,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-10 22:01:33,2021-01-10 22:26:33,1500s (~25 minutes),14909s (~4.14 hours)
WQC386,Robinson's Supermarket - Ormoc,2021-01-11 00:01:09,2021-01-11 03:59:26,14297s (~3.97 hours),42246s (~11.73 hours)
ACN4785,Robinson's Supermarket - Robinsons,2021-01-11 00:15:25,2021-01-11 08:22:22,29217s (~8.12 hours),150436s (~1.74 days)
ZF7596,FDC - General Santos,2021-01-11 00:18:27,2021-01-11 07:45:21,26814s (~7.45 hours),-859s (~-14.32 minutes)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-11 01:03:03,2021-01-11 03:36:49,9226s (~2.56 hours),7257s (~2.02 hours)
KAD4602,Puregold Price Club - Cagayan De,2021-01-11 01:36:54,2021-01-11 01:44:58,484s (~8.07 minutes),-10s
KAD4602,Interpace Corporation -Carmen,2021-01-11 01:44:48,2021-01-11 02:59:21,4473s (~1.24 hours),-4323s (~-1.2 hours)
KAD4602,Robinson's Supermarket - Limketkai,2021-01-11 01:47:18,2021-01-11 01:59:11,713s (~11.88 minutes),-713s (~-11.88 minutes)
KAD4602,Shopwise Supercenter - Cagayan De,2021-01-11 01:47:18,2021-01-11 01:59:11,713s (~11.88 minutes),2186s (~36.43 minutes)
JM0314,FDC - General Santos,2021-01-11 02:00:07,2021-01-11 03:27:08,5221s (~1.45 hours),360s (~6 minutes)
MEG206,PH Cofipack - Destination,2021-01-11 02:09:36,2021-01-11 02:16:35,419s (~6.98 minutes),-419s (~-6.98 minutes)
MEG206,PH Cofipack - Source,2021-01-11 02:09:36,2021-01-11 02:16:35,419s (~6.98 minutes),552016s (~6.39 days)
JM0535,No. 1 Supplier Inc. - Bacolod,2021-01-11 02:10:04,2021-01-11 03:51:32,6088s (~1.69 hours),1344s (~22.4 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-11 02:35:02,2021-01-11 02:48:34,812s (~13.53 minutes),-812s (~-13.53 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-11 02:35:02,2021-01-11 02:48:34,812s (~13.53 minutes),207703s (~2.4 days)
KAD4602,Robinson's Supermarket - Limketkai,2021-01-11 02:35:37,2021-01-11 02:59:04,1407s (~23.45 minutes),-1366s (~-22.77 minutes)
KAD4602,Shopwise Supercenter - Cagayan De,2021-01-11 02:36:18,2021-01-11 02:59:04,1366s (~22.77 minutes),-1348s (~-22.47 minutes)
KAD4602,Puregold Price Club - Cagayan De,2021-01-11 02:36:36,2021-01-11 02:59:42,1386s (~23.1 minutes),1828s (~30.47 minutes)
KAD4602,S & R Membership Shopping - Cagayan,2021-01-11 03:30:10,2021-01-11 04:35:47,3937s (~1.09 hours),235s (~3.92 minutes)
JM0314,FDC - General Santos,2021-01-11 03:33:08,2021-01-11 10:55:25,26537s (~7.37 hours),77791s (~21.61 hours)
ADC4769,PH Cofipack - Destination,2021-01-11 04:00:18,2021-01-11 04:59:20,3542s (~59.03 minutes),-3542s (~-59.03 minutes)
ADC4769,PH Cofipack - Source,2021-01-11 04:00:18,2021-01-11 04:59:20,3542s (~59.03 minutes),5636s (~1.57 hours)
JM0535,PH Bacolod - Mansilingan DC - Source,2021-01-11 04:13:56,2021-01-11 04:59:25,2729s (~45.48 minutes),-2726s (~-45.43 minutes)
JM0535,PH Bacolod - Mansilingan DC - Destination,2021-01-11 04:13:59,2021-01-11 04:59:25,2726s (~45.43 minutes),4902s (~1.36 hours)
KAD4601,Puregold Price Club - Butuan United,2021-01-11 04:22:21,2021-01-11 06:29:21,7620s (~2.12 hours),42802s (~11.89 hours)
KAD4602,Save More - Kauswagan,2021-01-11 04:39:42,2021-01-11 04:46:09,387s (~6.45 minutes),-387s (~-6.45 minutes)
KAD4602,Save More - Kauswagan Depot,2021-01-11 04:39:42,2021-01-11 04:46:09,387s (~6.45 minutes),26181s (~7.27 hours)
GAM1633,Gaisano Grand - Calinan,2021-01-11 04:46:31,2021-01-11 07:28:09,9698s (~2.69 hours),155672s (~1.8 days)
JM3012,PH Cofipack - Destination,2021-01-11 05:17:07,2021-01-11 05:44:18,1631s (~27.18 minutes),-1631s (~-27.18 minutes)
JM3012,PH Cofipack - Source,2021-01-11 05:17:07,2021-01-11 05:44:18,1631s (~27.18 minutes),19904s (~5.53 hours)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-11 05:37:46,2021-01-11 06:36:35,3529s (~58.82 minutes),65176s (~18.1 hours)
1301091079,"PH RM Foods, Inc. - Destination",2021-01-11 06:16:07,2021-01-11 12:59:10,24183s (~6.72 hours),-24183s (~-6.72 hours)
1301091079,"PH RM Foods, Inc. - Source",2021-01-11 06:16:07,2021-01-11 12:59:10,24183s (~6.72 hours),13092s (~3.64 hours)
JM0535,No. 1 Supplier Inc. - Bacolod,2021-01-11 06:21:07,2021-01-11 08:21:52,7245s (~2.01 hours),508s (~8.47 minutes)
ADC4769,PH Cofipack - Destination,2021-01-11 06:33:16,2021-01-11 06:59:20,1564s (~26.07 minutes),-1564s (~-26.07 minutes)
ADC4769,PH Cofipack - Source,2021-01-11 06:33:16,2021-01-11 06:59:20,1564s (~26.07 minutes),70635s (~19.62 hours)
130102,PH Lipa CPW FG - Destination,2021-01-11 06:40:58,2021-01-11 07:40:17,3559s (~59.32 minutes),-3559s (~-59.32 minutes)
130102,PH Lipa CPW FG - Source,2021-01-11 06:40:58,2021-01-11 07:40:17,3559s (~59.32 minutes),29983s (~8.33 hours)
ZF7596,PSACC - Dadiangas CY 1,2021-01-11 07:31:02,2021-01-11 11:18:23,13641s (~3.79 hours),99727s (~1.15 days)
ZF7663,Save More - Tacloban,2021-01-11 07:40:40,2021-01-11 10:47:05,11185s (~3.11 hours),186180s (~2.15 days)
JM0535,PH Bacolod - Mansilingan DC - Destination,2021-01-11 08:30:20,2021-01-11 09:50:50,4830s (~1.34 hours),-4830s (~-1.34 hours)
JM0535,PH Bacolod - Mansilingan DC - Source,2021-01-11 08:30:20,2021-01-11 09:50:48,4828s (~1.34 hours),46094s (~12.8 hours)
U51160,PH Cagayan Grocery - Destination,2021-01-11 08:31:22,2021-01-11 08:39:40,498s (~8.3 minutes),4297s (~1.19 hours)
KWA565,PH Mandaue Grocery - Source,2021-01-11 08:34:43,2021-01-11 19:37:35,39772s (~11.05 hours),-20219s (~-5.62 hours)
U51160,PH Cagayan Grocery - Destination,2021-01-11 09:51:17,2021-01-11 16:29:21,23884s (~6.63 hours),-23884s (~-6.63 hours)
U51160,PH Cagayan Grocery - Source,2021-01-11 09:51:17,2021-01-11 16:29:21,23884s (~6.63 hours),133739s (~1.55 days)
JM3012,PH Cofipack - Destination,2021-01-11 11:16:02,2021-01-11 11:21:03,301s (~5.02 minutes),-301s (~-5.02 minutes)
JM3012,PH Cofipack - Source,2021-01-11 11:16:02,2021-01-11 11:21:03,301s (~5.02 minutes),76306s (~21.2 hours)
KAD4602,PH Cagayan Grocery - Destination,2021-01-11 12:02:30,2021-01-12 01:46:21,49431s (~13.73 hours),-49431s (~-13.73 hours)
KAD4602,PH Cagayan Grocery - Source,2021-01-11 12:02:30,2021-01-12 01:46:21,49431s (~13.73 hours),4458s (~1.24 hours)
KWA565,PH Mandaue Grocery - Destination,2021-01-11 14:00:36,2021-01-11 19:37:36,20220s (~5.62 hours),293354s (~3.4 days)
RJK963,Gaisano - Butuan,2021-01-11 15:12:30,2021-01-12 03:22:02,43772s (~12.16 hours),35164s (~9.77 hours)
KVU104,FDC - General Santos,2021-01-11 15:32:56,2021-01-12 08:20:26,60450s (~16.79 hours),-60450s (~-16.79 hours)
KVU104,PSACC - Dadiangas CY 1,2021-01-11 15:32:56,2021-01-12 05:08:17,48921s (~13.59 hours),8514s (~2.37 hours)
WQC386,PH Mandaue Grocery - Destination,2021-01-11 15:43:32,2021-01-11 18:24:49,9677s (~2.69 hours),-9617s (~-2.67 hours)
WQC386,PH Mandaue Grocery - Source,2021-01-11 15:44:32,2021-01-11 20:55:10,18638s (~5.18 hours),321272s (~3.72 days)
130102,IMC - NBS/NDC,2021-01-11 16:00:00,2021-01-12 00:59:59,32399s (~9 hours),-32399s (~-9 hours)
130102,PH Meycauayan Grocery - Destination,2021-01-11 16:00:00,2021-01-12 00:59:59,32399s (~9 hours),-32399s (~-9 hours)
130102,PH Meycauayan Grocery - Source,2021-01-11 16:00:00,2021-01-12 00:59:59,32399s (~9 hours),2102s (~35.03 minutes)
1301091079,PH Batino Grocery - Destination,2021-01-11 16:37:22,2021-01-11 19:38:27,10865s (~3.02 hours),-10865s (~-3.02 hours)
1301091079,PH Batino Grocery - Source,2021-01-11 16:37:22,2021-01-11 19:38:27,10865s (~3.02 hours),861s (~14.35 minutes)
KAD4601,PH Cagayan Grocery - Destination,2021-01-11 18:22:43,2021-01-11 22:36:25,15222s (~4.23 hours),-15220s (~-4.23 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-11 18:22:45,2021-01-11 22:36:25,15220s (~4.23 hours),19753s (~5.49 hours)
1301091079,PH Tanauan - Destination,2021-01-11 19:52:48,2021-01-12 06:24:47,37919s (~10.53 hours),-37896s (~-10.53 hours)
1301091079,PH Tanauan - Source,2021-01-11 19:53:11,2021-01-12 06:23:52,37841s (~10.51 hours),78976s (~21.94 hours)
JM0535,No. 1 Supplier Inc. - Bacolod,2021-01-11 22:39:02,2021-01-12 03:49:41,18639s (~5.18 hours),8949s (~2.49 hours)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-12 00:42:51,2021-01-12 02:59:35,8204s (~2.28 hours),727s (~12.12 minutes)
130102,"PH RM Foods, Inc. - Destination",2021-01-12 01:35:01,2021-01-12 10:21:21,31580s (~8.77 hours),-31580s (~-8.77 hours)
130102,"PH RM Foods, Inc. - Source",2021-01-12 01:35:01,2021-01-12 12:51:59,40618s (~11.28 hours),-7898s (~-2.19 hours)
ADC4769,PH Cofipack - Destination,2021-01-12 02:36:35,2021-01-12 02:59:40,1385s (~23.08 minutes),-1385s (~-23.08 minutes)
ADC4769,PH Cofipack - Source,2021-01-12 02:36:35,2021-01-12 02:59:40,1385s (~23.08 minutes),11251s (~3.13 hours)
KAD4602,Save More - Kauswagan,2021-01-12 03:00:39,2021-01-12 04:23:09,4950s (~1.38 hours),-4950s (~-1.38 hours)
KAD4602,Save More - Kauswagan Depot,2021-01-12 03:00:39,2021-01-12 04:23:09,4950s (~1.38 hours),412s (~6.87 minutes)
NCE1173,PH Bacolod - Mansilingan DC - Source,2021-01-12 03:11:42,2021-01-12 04:59:19,6457s (~1.79 hours),-6454s (~-1.79 hours)
NCE1173,PH Bacolod - Mansilingan DC - Destination,2021-01-12 03:11:45,2021-01-12 04:59:19,6454s (~1.79 hours),9245s (~2.57 hours)
KAD4601,Gaisano - Butuan,2021-01-12 04:05:38,2021-01-12 06:09:48,7450s (~2.07 hours),30476s (~8.47 hours)
KAD4602,SM Snack Exchange - CDO Downtown,2021-01-12 04:30:01,2021-01-12 05:37:50,4069s (~1.13 hours),-4069s (~-1.13 hours)
KAD4602,SM Supermarket - Cagayan De Oro 2,2021-01-12 04:30:01,2021-01-12 05:37:50,4069s (~1.13 hours),50622s (~14.06 hours)
ADC4769,PH Cofipack - Destination,2021-01-12 06:07:11,2021-01-12 06:29:54,1363s (~22.72 minutes),-1363s (~-22.72 minutes)
ADC4769,PH Cofipack - Source,2021-01-12 06:07:11,2021-01-12 06:29:54,1363s (~22.72 minutes),72032s (~20.01 hours)
JM0535,PH Bacolod - Mansilingan DC - Destination,2021-01-12 06:18:50,2021-01-12 07:27:34,4124s (~1.15 hours),-4124s (~-1.15 hours)
JM0535,PH Bacolod - Mansilingan DC - Source,2021-01-12 06:18:50,2021-01-12 07:27:34,4124s (~1.15 hours),70829s (~19.67 hours)
KVU104,PSACC - Dadiangas CY 1,2021-01-12 07:30:11,2021-01-12 08:20:34,3023s (~50.38 minutes),58466s (~16.24 hours)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-12 07:33:24,2021-01-12 08:51:44,4700s (~1.31 hours),59127s (~16.42 hours)
KVX105,PH Mandaue Grocery - Source,2021-01-12 08:20:49,2021-01-12 13:13:54,17585s (~4.88 hours),306322s (~3.55 days)
JM0314,PH Cagayan Grocery - Destination,2021-01-12 08:31:56,2021-01-12 15:59:24,26848s (~7.46 hours),-26845s (~-7.46 hours)
JM0314,PH Cagayan Grocery - Source,2021-01-12 08:31:59,2021-01-12 15:59:24,26845s (~7.46 hours),30987s (~8.61 hours)
JM3012,PH Cofipack - Source,2021-01-12 08:32:49,2021-01-12 08:44:26,697s (~11.62 minutes),-674s (~-11.23 minutes)
JM3012,PH Cofipack - Destination,2021-01-12 08:33:12,2021-01-12 08:44:26,674s (~11.23 minutes),151373s (~1.75 days)
KGH458,Gaisano Mall - Toril,2021-01-12 09:14:10,2021-01-12 09:28:39,869s (~14.48 minutes),1172973s (~1.94 weeks)
130102,"PH RM Foods, Inc. - Destination",2021-01-12 10:40:21,2021-01-12 12:51:23,7862s (~2.18 hours),24611s (~6.84 hours)
RJK963,PH Cagayan Grocery - Destination,2021-01-12 13:08:06,2021-01-12 15:59:19,10273s (~2.85 hours),-10273s (~-2.85 hours)
RJK963,PH Cagayan Grocery - Source,2021-01-12 13:08:06,2021-01-12 15:59:19,10273s (~2.85 hours),33571s (~9.33 hours)
RLE353,PSACC - Dadiangas CY 1,2021-01-12 13:13:06,2021-01-12 15:59:23,9977s (~2.77 hours),-9917s (~-2.75 hours)
RLE353,FDC - General Santos,2021-01-12 13:14:06,2021-01-12 15:59:23,9917s (~2.75 hours),13320s (~3.7 hours)
KAD4601,PH Cagayan Grocery - Destination,2021-01-12 14:37:44,2021-01-12 15:59:51,4927s (~1.37 hours),-4927s (~-1.37 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-12 14:37:44,2021-01-12 15:59:51,4927s (~1.37 hours),13304s (~3.7 hours)
ZF7596,Gaisano Grand - San Francisco,2021-01-12 15:00:30,2021-01-12 15:59:31,3541s (~59.02 minutes),13320s (~3.7 hours)
RLE353,FDC - General Santos,2021-01-12 19:41:23,2021-01-13 01:38:03,21400s (~5.94 hours),-21400s (~-5.94 hours)
RLE353,PSACC - Dadiangas CY 1,2021-01-12 19:41:23,2021-01-13 01:38:16,21413s (~5.95 hours),24847s (~6.9 hours)
ZF7596,Gaisano Grand - San Francisco,2021-01-12 19:41:31,2021-01-12 21:20:08,5917s (~1.64 hours),316983s (~3.67 days)
KAD4602,PH Cagayan Grocery - Destination,2021-01-12 19:41:32,2021-01-13 00:22:23,16851s (~4.68 hours),-16851s (~-4.68 hours)
KAD4602,PH Cagayan Grocery - Source,2021-01-12 19:41:32,2021-01-13 00:21:52,16820s (~4.67 hours),2343s (~39.05 minutes)
130102,PH Batino Grocery - Destination,2021-01-12 19:41:34,2021-01-13 05:57:03,36929s (~10.26 hours),-36929s (~-10.26 hours)
130102,PH Batino Grocery - Source,2021-01-12 19:41:34,2021-01-13 05:57:03,36929s (~10.26 hours),NA
KAD4601,PH Cagayan Grocery - Destination,2021-01-12 19:41:35,2021-01-12 22:52:57,11482s (~3.19 hours),-11482s (~-3.19 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-12 19:41:35,2021-01-12 22:52:57,11482s (~3.19 hours),4911s (~1.36 hours)
KAD4601,SM Snack Exchange - Cagayan de Oro,2021-01-13 00:14:48,2021-01-13 03:59:24,13476s (~3.74 hours),-13476s (~-3.74 hours)
KAD4601,SM Supermarket - Cagayan,2021-01-13 00:14:48,2021-01-13 03:59:24,13476s (~3.74 hours),26370s (~7.32 hours)
KVU104,PH Cagayan Grocery - Destination,2021-01-13 00:35:00,2021-01-13 00:42:28,448s (~7.47 minutes),-446s (~-7.43 minutes)
KVU104,PH Cagayan Grocery - Source,2021-01-13 00:35:02,2021-01-13 00:42:28,446s (~7.43 minutes),273952s (~3.17 days)
JM0314,PH Cagayan Grocery - Destination,2021-01-13 00:35:51,2021-01-13 00:47:51,720s (~12 minutes),97308s (~1.13 days)
KAD4602,SM Snack Exchange - CDO Downtown,2021-01-13 01:00:55,2021-01-13 01:29:48,1733s (~28.88 minutes),-1733s (~-28.88 minutes)
KAD4602,SM Supermarket - Cagayan De Oro 2,2021-01-13 01:00:55,2021-01-13 01:29:48,1733s (~28.88 minutes),26172s (~7.27 hours)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-13 01:17:11,2021-01-13 02:59:14,6123s (~1.7 hours),1050s (~17.5 minutes)
RJK963,Interpace Corporation -Carmen,2021-01-13 01:18:50,2021-01-13 05:11:58,13988s (~3.89 hours),-13798s (~-3.83 hours)
RJK963,Puregold Price Club - Cagayan De,2021-01-13 01:22:00,2021-01-13 06:22:32,18032s (~5.01 hours),23864s (~6.63 hours)
ACN4785,Save More - Primark Caibaan,2021-01-13 02:09:38,2021-01-13 02:39:32,1794s (~29.9 minutes),474s (~7.9 minutes)
ADC4769,PH Cofipack - Destination,2021-01-13 02:30:26,2021-01-13 04:13:14,6168s (~1.71 hours),-6168s (~-1.71 hours)
ADC4769,PH Cofipack - Source,2021-01-13 02:30:26,2021-01-13 04:13:14,6168s (~1.71 hours),10431s (~2.9 hours)
GAM1633,Gaisano Grand Mall of Tagum,2021-01-13 02:42:41,2021-01-13 03:41:09,3508s (~58.47 minutes),80349s (~22.32 hours)
ACN4785,Robinson's Supermarket - Abucay,2021-01-13 02:47:26,2021-01-13 03:26:21,2335s (~38.92 minutes),2034s (~33.9 minutes)
JM0535,No. 1 Supplier Inc. - Bacolod,2021-01-13 03:08:03,2021-01-13 06:21:46,11623s (~3.23 hours),71862s (~19.96 hours)
NCE1173,PH Bacolod - Mansilingan DC - Source,2021-01-13 03:16:44,2021-01-13 04:06:14,2970s (~49.5 minutes),-2968s (~-49.47 minutes)
NCE1173,PH Bacolod - Mansilingan DC - Destination,2021-01-13 03:16:46,2021-01-13 04:06:39,2993s (~49.88 minutes),9989s (~2.77 hours)
ACN4785,Robinson's Supermarket - Abucay,2021-01-13 04:00:15,2021-01-13 05:59:36,7161s (~1.99 hours),207077s (~2.4 days)
1301091079,IMC - NBS/NDC,2021-01-13 04:20:08,2021-01-13 06:53:28,9200s (~2.56 hours),-9059s (~-2.52 hours)
1301091079,PH Meycauayan Grocery - Destination,2021-01-13 04:22:29,2021-01-13 06:53:28,9059s (~2.52 hours),-9038s (~-2.51 hours)
1301091079,PH Meycauayan Grocery - Source,2021-01-13 04:22:50,2021-01-13 06:53:28,9038s (~2.51 hours),NA
U51160,PH Cagayan Grocery - Destination,2021-01-13 05:38:20,2021-01-13 05:59:24,1264s (~21.07 minutes),-1264s (~-21.07 minutes)
U51160,PH Cagayan Grocery - Source,2021-01-13 05:38:20,2021-01-13 05:59:24,1264s (~21.07 minutes),471146s (~5.45 days)
NCE1173,No. 1 Supplier Inc. - Bacolod,2021-01-13 06:53:08,2021-01-13 09:29:49,9401s (~2.61 hours),451s (~7.52 minutes)
NAR1498,IMC - NBS/NDC,2021-01-13 07:00:28,2021-01-13 11:40:32,16804s (~4.67 hours),-16804s (~-4.67 hours)
NAR1498,PH Meycauayan Grocery - Destination,2021-01-13 07:00:28,2021-01-13 11:40:32,16804s (~4.67 hours),-16804s (~-4.67 hours)
NAR1498,PH Meycauayan Grocery - Source,2021-01-13 07:00:28,2021-01-13 11:40:32,16804s (~4.67 hours),1769s (~29.48 minutes)
ADC4769,PH Cofipack - Destination,2021-01-13 07:07:05,2021-01-13 07:20:57,832s (~13.87 minutes),-832s (~-13.87 minutes)
ADC4769,PH Cofipack - Source,2021-01-13 07:07:05,2021-01-13 07:20:57,832s (~13.87 minutes),77214s (~21.45 hours)
RLE353,Save More - Calumpang,2021-01-13 08:32:23,2021-01-13 09:29:43,3440s (~57.33 minutes),413506s (~4.79 days)
KAD4602,PH Cagayan Grocery - Destination,2021-01-13 08:46:00,2021-01-13 14:29:16,20596s (~5.72 hours),-20595s (~-5.72 hours)
KAD4602,PH Cagayan Grocery - Source,2021-01-13 08:46:01,2021-01-13 14:29:16,20595s (~5.72 hours),36827s (~10.23 hours)
NCE1173,PH Bacolod - Mansilingan DC - Source,2021-01-13 09:37:20,2021-01-13 09:51:58,878s (~14.63 minutes),-870s (~-14.5 minutes)
NCE1173,PH Bacolod - Mansilingan DC - Destination,2021-01-13 09:37:28,2021-01-13 09:52:02,874s (~14.57 minutes),53344s (~14.82 hours)
NAD6565,PH Lipa CPW FG - Destination,2021-01-13 11:11:14,2021-01-13 15:22:51,15097s (~4.19 hours),-15097s (~-4.19 hours)
NAD6565,PH Lipa CPW FG - Source,2021-01-13 11:11:14,2021-01-13 15:22:51,15097s (~4.19 hours),52632s (~14.62 hours)
KAD4601,PH Cagayan Grocery - Destination,2021-01-13 11:18:54,2021-01-13 15:06:51,13677s (~3.8 hours),-13673s (~-3.8 hours)
KAD4601,PH Cagayan Grocery - Source,2021-01-13 11:18:58,2021-01-13 15:06:25,13647s (~3.79 hours),36617s (~10.17 hours)
NAR1498,"PH RM Foods, Inc. - Destination",2021-01-13 12:10:01,2021-01-13 15:24:22,11661s (~3.24 hours),-11661s (~-3.24 hours)
NAR1498,"PH RM Foods, Inc. - Source",2021-01-13 12:10:01,2021-01-13 15:24:22,11661s (~3.24 hours),9419s (~2.62 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 12:30:17,2021-01-13 12:59:23,1746s (~29.1 minutes),-1746s (~-29.1 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 12:30:17,2021-01-13 12:59:23,1746s (~29.1 minutes),301s (~5.02 minutes)
RJK963,PH Cagayan Grocery - Destination,2021-01-13 13:00:16,2021-01-13 22:14:47,33271s (~9.24 hours),-33271s (~-9.24 hours)
RJK963,PH Cagayan Grocery - Source,2021-01-13 13:00:16,2021-01-13 22:14:47,33271s (~9.24 hours),23075s (~6.41 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 13:04:24,2021-01-13 13:29:23,1499s (~24.98 minutes),-1499s (~-24.98 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 13:04:24,2021-01-13 13:29:23,1499s (~24.98 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 13:34:23,2021-01-13 13:59:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 13:34:23,2021-01-13 13:59:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 14:04:23,2021-01-13 14:29:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 14:04:23,2021-01-13 14:29:23,1500s (~25 minutes),300s (~5 minutes)
ZF7663,PH Mandaue Grocery - Destination,2021-01-13 14:30:05,2021-01-13 16:22:39,6754s (~1.88 hours),-6728s (~-1.87 hours)
ZF7663,PH Mandaue Grocery - Source,2021-01-13 14:30:31,2021-01-13 16:22:39,6728s (~1.87 hours),299528s (~3.47 days)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 14:34:23,2021-01-13 14:59:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 14:34:23,2021-01-13 14:59:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 15:04:23,2021-01-13 15:29:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 15:04:23,2021-01-13 15:29:23,1500s (~25 minutes),300s (~5 minutes)
ABK4138,PH Cagayan Grocery - Destination,2021-01-13 15:19:02,2021-01-13 22:51:22,27140s (~7.54 hours),-27140s (~-7.54 hours)
ABK4138,PH Cagayan Grocery - Source,2021-01-13 15:19:02,2021-01-13 22:51:22,27140s (~7.54 hours),7297s (~2.03 hours)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 15:34:23,2021-01-13 15:59:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 15:34:23,2021-01-13 15:59:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 16:04:23,2021-01-13 16:29:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 16:04:23,2021-01-13 16:29:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 16:34:23,2021-01-13 16:59:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 16:34:23,2021-01-13 16:59:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 17:04:23,2021-01-13 17:29:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 17:04:23,2021-01-13 17:29:23,1500s (~25 minutes),300s (~5 minutes)
ADC4767,PH Cagayan Grocery - Destination,2021-01-13 17:34:23,2021-01-13 17:59:23,1500s (~25 minutes),-1500s (~-25 minutes)
ADC4767,PH Cagayan Grocery - Source,2021-01-13 17:34:23,2021-01-13 17:59:23,1500s (~25 minutes),300s (~5 minutes)
